Codigo do Termo;Termo
100397700;Sistema de Joelho Parcial PERSONA - 42-5580-003-01: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Esquerdo, Tamanho 3
100397719;Sistema de Joelho Parcial PERSONA - 42-5182-004-09: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho D, 9 mm
100397727;Sistema de Joelho Parcial PERSONA - 42-5282-006-14: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho F, 14 mm
100397735;Sistema de Joelho Parcial PERSONA - 42-5380-004-02: Persona Componente Tibial de Joelho Parcial, Medial Direito, Tamanho D
100397743;Sistema de Joelho Parcial PERSONA - 42-5282-007-10: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho G, 10 mm
100397751;Sistema de Joelho Parcial PERSONA - 42-5182-003-09: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho C, 9 mm
100397760;Sistema de Joelho Parcial PERSONA - 42-5580-007-02: Persona Componente Femoral de JoelhoParcial Cimentado, Medial Direito, Tamanho 7
100397778;Sistema de Joelho Parcial PERSONA - 42-5380-009-02: Persona Componente Tibial de Joelho Parcial, Medial Direito, Tamanho J
100397786;Sistema de Joelho Parcial PERSONA - 42-5282-004-10: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho D, 10 mm
100397794;Sistema de Joelho Parcial PERSONA - 42-5380-005-01: Persona Componente Tibial de Joelho Parcial, Medial Esquerdo, Tamanho E
100397808;Sistema de Joelho Parcial PERSONA - 42-5380-005-02: Persona Componente Tibial de Joelho Parcial, Medial Direito, Tamanho E
100397816;Sistema de Joelho Parcial PERSONA - 42-5282-006-11: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho F, 11 mm
100397824;Sistema de Joelho Parcial PERSONA - 42-5580-005-01: Persona Componente Femoral deJoelho Parcial Cimentado, Medial Esquerdo, Tamanho 5
100397832;Sistema de Joelho Parcial PERSONA - 42-5282-004-09: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho D, 9 mm
100397840;Sistema de Joelho Parcial PERSONA - 42-5182-006-10: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho F, 10 mm
100397859;Sistema de Joelho Parcial PERSONA - 42-5580-007-01: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Esquerdo, Tamanho 7
100397867;Sistema de Joelho Parcial PERSONA - 42-5282-005-12: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho E, 12 mm
100397875;Sistema de Joelho Parcial PERSONA - 42-5182-009-14: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho J, 14 mm
100397883;Sistema de Joelho Parcial PERSONA - 42-5182-005-09: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho E, 9 mm
100397891;Sistema de Joelho Parcial PERSONA - 42-5282-008-10: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho H, 10 mm
100397905;Sistema de Joelho Parcial PERSONA - 42-5580-002-02: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Direito, Tamanho 2
100397913;Sistema de Joelho Parcial PERSONA - 42-5282-008-08: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho H, 8 mm
100397921;Sistema de Joelho Parcial PERSONA - 42-5182-009-10: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho J, 10 mm
100397930;Sistema de Joelho Parcial PERSONA - 42-5282-009-08: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho J, 8 mm
100397948;Sistema de Joelho Parcial PERSONA - 42-5182-009-09: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho J, 9 mm
100397956;Sistema de Joelho Parcial PERSONA - 42-5282-003-12: Persona Superfície Articular deJoelho Parcial VE, Medial Direito, Tamanho C, 12 mm
100397964;Sistema de Joelho Parcial PERSONA - 42-5182-004-12: Persona Superfície Articular de JoelhoParcial VE, Medial Esquerdo, Tamanho D, 12 mm
100397972;Sistema de Joelho Parcial PERSONA - 42-5182-008-10: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho H, 10 mm
100397980;Sistema de Joelho Parcial PERSONA - 42-5380-006-01: Persona Componente Tibial de Joelho Parcial, Medial Esquerdo, Tamanho F
100397999;Sistema de Joelho Parcial PERSONA - 42-5182-009-11: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho J, 11 mm
100398006;Sistema de Joelho Parcial PERSONA - 42-5282-007-09: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho G, 9 mm
100398014;Sistema de Joelho Parcial PERSONA - 42-5182-008-08: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho F, 8 mm
100398022;Sistema de Joelho Parcial PERSONA - 42-5282-005-10: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, TamanhoE, 10 mm
100398030;Sistema de Joelho Parcial PERSONA - 42-5380-003-01: Persona Componente Tibial de Joelho Parcial, Medial Esquerdo, Tamanho C
100398049;Sistema de Joelho Parcial PERSONA - 42-5182-007-14: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho G, 14 mm
100398057;Sistema de Joelho Parcial PERSONA - 42-5282-003-14: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho C, 14 mm
100398065;Sistema de Joelho Parcial PERSONA - 42-5282-004-12: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho D, 12 mm
100398073;Sistema de Joelho Parcial PERSONA - 42-5282-009-14: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho J, 14 mm
100398081;Sistema de Joelho Parcial PERSONA - 42-5282-004-11: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho D, 11 mm
100398090;Sistema de Joelho Parcial PERSONA - 42-5282-006-10: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho F, 10 mm
100398103;Sistema de Joelho Parcial PERSONA - 42-5380-008-01: Persona Componente Tibial de Joelho Parcial, Medial Esquerdo, Tamanho H
100398111;Sistema de Joelho Parcial PERSONA - 42-5580-004-02: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Direito, Tamanho 4
100398120;Sistema de Joelho Parcial PERSONA - 42-5282-009-10: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho J, 10 mm
100398138;Sistema de Joelho Parcial PERSONA - 42-5282-009-09: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho J, 9 mm
100398146;Sistema de Joelho Parcial PERSONA - 42-5182-005-14: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho E, 14 mm
100398154;Sistema de Joelho Parcial PERSONA - 42-5182-009-08: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho J, 8 mm
100398162;Sistema de Joelho Parcial PERSONA - 42-5580-008-01: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Esquerdo, Tamanho 8
100398170;Sistema de Joelho Parcial PERSONA - 42-5282-008-09: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho H, 9 mm
100398189;Sistema de Joelho Parcial PERSONA - 42-5282-007-08: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho G, 8 mm
100398197;Sistema de Joelho Parcial PERSONA - 42-5580-002-01: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Esquerdo, Tamanho 2
100398200;Sistema de Joelho Parcial PERSONA - 42-5580-004-01: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Esquerdo, Tamanho 4
100398219;Sistema de Joelho Parcial PERSONA - 42-5182-004-14: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho D, 14 mm
100398227;Sistema de Joelho Parcial PERSONA - 42-5182-007-08: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho G, 8 mm
100398235;Sistema de Joelho Parcial PERSONA - 42-5282-003-11: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho C, 11 mm
100398243;Sistema de Joelho Parcial PERSONA - 42-5282-005-11: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho E, 11 mm
100398251;Sistema de Joelho Parcial PERSONA - 42-5282-008-11: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho H, 11 mm
100398260;Sistema de Joelho Parcial PERSONA - 42-5380-004-01: Persona Componente Tibial de Joelho Parcial, Medial Esquerdo, Tamanho D
100398278;Sistema de Joelho Parcial PERSONA - 42-5282-004-08: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho D, 8 mm
100398286;Sistema de Joelho Parcial PERSONA - 42-5182-003-10: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho C, 10 mm
100398294;Sistema de Joelho Parcial PERSONA - 42-5580-006-01: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Esquerdo, Tamanho 6
100398308;Sistema de Joelho Parcial PERSONA - 42-5282-006-12: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho F, 12 mm
100398316;Sistema de Joelho Parcial PERSONA - 42-5182-008-14: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho H, 14 mm
100398324;Sistema de Joelho Parcial PERSONA - 42-5182-003-14: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho C, 14 mm
100398332;Sistema de Joelho Parcial PERSONA - 42-5580-003-02: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Direito, Tamanho 3
100398340;Sistema de Joelho Parcial PERSONA - 42-5182-007-12: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho G, 12 mm
100398359;Sistema de Joelho Parcial PERSONA - 42-5182-004-10: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho D, 10 mm
100398367;Sistema de Joelho Parcial PERSONA - 42-5182-003-12: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho C, 12 mm
100398375;Sistema de Joelho Parcial PERSONA - 42-5380-007-01: Persona Componente Tibial de Joelho Parcial, Medial Esquerdo, Tamanho G
100398383;Sistema de Joelho Parcial PERSONA - 42-5282-003-08: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho C, 8 mm
100398391;Sistema de Joelho Parcial PERSONA - 42-5182-006-12: Persona Superfície Articular deJoelho Parcial VE, Medial Esquerdo, Tamanho F, 12 mm
100398405;Sistema de Joelho Parcial PERSONA - 42-5282-003-09: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho C, 9 mm
100398413;Sistema de Joelho Parcial PERSONA - 42-5182-004-11: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho D, 11 mm
100398421;Sistema de Joelho Parcial PERSONA - 42-5182-005-11: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho E, 11 mm
100398430;Sistema de Joelho Parcial PERSONA - 42-5282-007-12: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho G, 12mm
100398448;Sistema de Joelho Parcial PERSONA - 42-5380-009-01: Persona Componente Tibial de Joelho Parcial, Medial Esquerdo, Tamanho J
100398456;Sistema de Joelho Parcial PERSONA - 42-5182-005-10: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho E, 10 mm
100398464;Sistema de Joelho Parcial PERSONA - 42-5182-003-11: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho C, 11 mm
100398472;Sistema de Joelho Parcial PERSONA - 42-5182-006-11: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho F, 11 mm
100398480;Sistema de Joelho Parcial PERSONA - 42-5380-006-02: Persona Componente Tibial de Joelho Parcial, Medial Direito, Tamanho F
100398499;Sistema de Joelho Parcial PERSONA - 42-5282-009-12: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho J, 12 mm
100398502;Sistema de Joelho Parcial PERSONA - 42-5580-008-02: Persona Componente Femoral de Joelho Parcial Cimentado, Medial Direito, Tamanho 8
100398510;Sistema de Joelho Parcial PERSONA - 42-5182-004-08: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho D, 8 mm
100398529;Sistema de Joelho Parcial PERSONA - 42-5380-008-02: Persona Componente Tibial de Joelho Parcial, Medial Direito, Tamanho H
100398537;Sistema de Joelho Parcial PERSONA - 42-5282-004-14: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho D, 14 mm
100398545;Sistema de Joelho Parcial PERSONA - 42-5182-009-12: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho J, 12 mm
100398553;Sistema de Joelho Parcial PERSONA - 42-5282-005-08: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho E, 8 mm
100398561;Sistema de Joelho Parcial PERSONA - 42-5282-007-11: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho G, 11 mm
100398570;Sistema de Joelho Parcial PERSONA - 42-5182-007-10: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho G, 10 mm
100398588;Sistema de Joelho Parcial PERSONA - 42-5182-008-09: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho H, 9 mm
100398596;Sistema de Joelho Parcial PERSONA - 42-5182-008-12: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho H, 12 mm
100398600;Sistema de Joelho Parcial PERSONA - 42-5182-003-08: Persona Superfície Articular de Joelho Parcial VE, Medial Esquerdo, Tamanho C, 8 mm
100398618;Sistema de Joelho Parcial PERSONA - 42-5282-007-14: Persona Superfície Articular de Joelho Parcial VE, Medial Direito, Tamanho G, 14 mm
100399037;Haste modular para artroplastia de quadril
100399045;Haste modular para artroplastia de quadril - 0580-1-373
100399053;Haste modular para artroplastia de quadril - 0942-2-116
100399061;Haste modular para artroplastia de quadril - 0942-8-030
100399070;Haste modular para artroplastia de quadril - 0939-0-108
100399088;Haste modular para artroplastia de quadril - 0580-1-446
100399096;Haste modular para artroplastia de quadril - 0580-1-352
100399100;Haste modular para artroplastia de quadril - 0942-8-070
100399118;Haste modular para artroplastia de quadril - 0939-0-106
100399126;Haste modular para artroplastia de quadril - 6215-5-021
100399134;Haste modular para artroplastia de quadril - 0939-0-118
100399142;Haste modular para artroplastia de quadril - 0580-1-260
100399150;Haste modular para artroplastia de quadril - 0580-1-504
100399169;Haste modular para artroplastia de quadril - 0580-1-442
100399177;Haste modular para artroplastia de quadril - 0580-1-200
100399185;Haste modular para artroplastia de quadril - 0580-1-445
100399193;Haste modular para artroplastia de quadril - 6215-5-011
100399207;Haste modular para artroplastia de quadril - 0580-1-562
100399215;Haste modular para artroplastia de quadril - 0942-8-015
100399223;Haste modular para artroplastia de quadril - 0580-1-440
100399231;Haste modular para artroplastia de quadril - 0580-1-505
100399240;Haste modular para artroplastia de quadril - 0580-1-372
100399258;Haste modular para artroplastia de quadril - 0580-1-374
100399266;Haste modular para artroplastia de quadril - 0942-2-112
100399274;Haste modular para artroplastia de quadril - 0580-1-220
100399282;Haste modular para artroplastia de quadril - 0939-0-120
100399290;Haste modular para artroplastia de quadril - 0939-0-116
100399304;Haste modular para artroplastia de quadril - 0580-1-561
100399312;Haste modular para artroplastia de quadril - 0580-1-351
100399320;Haste modular para artroplastia de quadril - 0580-1-044
100399339;Haste modular para artroplastia de quadril - 0939-0-114
100399347;Haste modular para artroplastia de quadril - 0942-2-110
100399355;Haste modular para artroplastia de quadril - 0580-1-503
100399363;Haste modular para artroplastia de quadril - 0939-0-112
100399371;Haste modular para artroplastia de quadril - 0580-3-321
100399380;Haste modular para artroplastia de quadril - 0580-3-501
100399398;Haste modular para artroplastia de quadril - 0942-2-118
100399401;Haste modular para artroplastia de quadril - 0580-1-444
100399410;Haste modular para artroplastia de quadril - 0580-1-371
100399428;Haste modular para artroplastia de quadril - 0580-1-330
100399436;Haste modular para artroplastia de quadril - 0580-3-441
100399444;Haste modular para artroplastia de quadril - 0942-8-010
100399452;Haste modular para artroplastia de quadril - 0920-2-920
100399460;Haste modular para artroplastia de quadril - 6215-5-001
100399479;Haste modular para artroplastia de quadril - 0580-1-443
100399487;Haste modular para artroplastia de quadril - 0942-2-120
100399495;Haste modular para artroplastia de quadril - 0942-2-114
100399509;Haste modular para artroplastia de quadril - 0580-1-300
100399517;Haste modular para artroplastia de quadril - 0580-1-441
100399525;Haste modular para artroplastia de quadril - 0580-3-371
100399533;Haste modular para artroplastia de quadril - 0580-3-422
100399541;Haste modular para artroplastia de quadril - 0580-1-501
100399550;Haste modular para artroplastia de quadril - 09390-110
100399568;Haste modular para artroplastia de quadril - 0580-1-502
100399576;Haste modular para artroplastia de quadril - 0580-1-240
100401457;COMPONENTES ACETABULARES CONTEMPORARY STRYKER
100401465;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-652
100401473;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-656
100401481;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-858
100401490;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-250
100401503;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-256
100401511;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-654
100401520;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-652
100401538;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-648
100401546;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-644
100401554;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-246
100401562;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-660
100401570;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-352
100401589;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-658
100401597;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-650
100401600;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-356
100401619;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-350
100401627;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-656
100401635;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-358
100401643;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-650
100401651;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-354
100401660;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-646
100401678;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-646
100401686;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-846
100401694;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-248
100401708;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-244
100401716;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-860
100401724;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-654
100401732;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-254
100401740;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-852
100401759;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-658
100401767;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-848
100401775;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-850
100401783;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-854
100401791;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-252
100401805;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-360
100401813;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6304-5-648
100401821;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-258
100401830;COMPONENTES ACETABULARES CONTEMPORARY STRYKER - 6309-4-856
100416055;HASTES DE QUADRIL LCU LINK
100416063;HASTES DE QUADRIL LCU LINK - 165-014/26 - Haste de Quadril Padrão Sistema LCU Link 140mm Tamanho 10
100416071;HASTES DE QUADRIL LCU LINK - 165-112/26 - Haste de Quadril Lateralizada Sistema LCU Link 115mm Tamanho 8
100416080;HASTES DE QUADRIL LCU LINK - 165-016/26 - Haste de Quadril Padrão Sistema LCU Link 150nim Tamanho 12
100416098;HASTES DE QUADRIL LCU LINK - 165-018/26 - Haste de Quadril Padrão Sistenia LCU Link 160mm Tamanho 14
100416101;HASTES DE QUADRIL LCU LINK - 165-118/26 - Haste de Quadril Lateralizada Sistema LCU Link 160mm Tamanho 14
100416110;HASTES DE QUADRIL LCU LINK - 165-017/26 - Haste de Quadril Padrão Sistenia LCU Link 155mm Tamanho 13
100416128;HASTES DE QUADRIL LCU LINK - 165-117/26 - Haste de Quadril Lateralizada Sistema LCU Link 155mm Tamanho 13
100416136;HASTES DE QUADRIL LCU LINK - 165-113/26 - Haste de Quadril Lateralizada Sistema LCU Link 130mm Tamanho 9
100416144;HASTES DE QUADRIL LCU LINK - 165-114/26 - Haste de Quadril Lateralizada Sistema LCU Link 140mm Tamanho 10
