Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
30101573;Extensos ferimentos, cicatrizes ou tumores - exérese e rotação de retalhos musculares;2009-02-13;;2010-10-15
30101581;Extensos ferimentos, cicatrizes, ou tumores - exérese e enxerto cutâneo;2009-02-13;;2010-10-15
30101590;Face - biópsia;2009-02-13;;2010-10-15
30101603;Ferimentos infectados e mordidas de animais (desbridamento);2009-02-13;;2010-10-15
30101611;Incisão e drenagem de tenossinovites purulentas;2009-02-13;;2010-10-15
30101620;Incisão e drenagem de abscesso, hematoma ou panarício;2009-02-13;;2010-10-15
30101638;Incisão e drenagem de flegmão;2009-02-13;;2010-10-15
30101646;Infiltração  intralesional, cicatricial / hemangiomas - por sessão;2009-02-13;;2010-10-15
30101654;Lasercirurgia (por sessão);2009-02-13;;2010-10-15
30101662;Matricectomia por dobra ungueal;2009-02-13;;2010-10-15
30101670;Plástica em Z ou W;2009-02-13;;2010-10-15
30101689;Reconstrução com retalhos de gálea aponeurótica;2009-02-13;;2010-10-15
30101697;Retalho composto (incluindo cartilagem ou osso);2009-02-13;;2010-10-15
30101700;Retalho local ou regional;2009-02-13;;2010-10-15
30101719;Retalho muscular ou miocutâneo;2009-02-13;;2010-10-15
30101735;Retirada de corpo estranho subcutâneo;2009-02-13;;2010-10-15
30101743;Retração cicatricial de axila - tratamento cirúrgico;2009-02-13;;2010-10-15
30101751;Retração cicatricial de zona de flexão e extensão de membros superiores e inferiores - tratamento cirúrgico;2009-02-13;;2010-10-15
30101760;Retração cicatricial do cotovelo - tratamento cirúrgico;2009-02-13;;2010-10-15
30101778;Retração de aponevrose palmar (Dupuytren) - tratamento cirúrgico;2009-02-13;;2010-10-15
30101786;Sutura de extensos ferimentos com ou sem desbridamento;2009-02-13;;2010-10-15
30101794;Sutura de pequenos ferimentos com ou sem desbridamento;2009-02-13;;2010-10-15
30101808;Transecção de retalho;2009-02-13;;2010-10-15
30101816;Transferência intermediária de retalho;2009-02-13;;2010-10-15
30101824;Tratamento cirúrgico de bridas constrictivas;2009-02-13;;2010-10-15
30101832;Tratamento cirúrgico de grandes hemangiomas;2009-02-13;;2010-10-15
30101840;Tratamento da miiase furunculóide (por lesão);2009-02-13;;2010-10-15
30101859;Tratamento de anomalias pilosas a laser/photoderm - por sessão;2009-02-13;;2010-10-15
30101867;Tratamento de escaras ou ulcerações com enxerto de pele;2009-02-13;;2010-10-15
30101875;Tratamento de escaras ou ulcerações com retalhos cutâneos locais;2009-02-13;;2010-10-15
30101883;Tratamento de escaras ou ulcerações com retalhos miocutâneos ou musculares;2009-02-13;;2010-10-15
30101891;Tratamento de fístula cutânea;2009-02-13;;2010-10-15
30101905;Tratamento de lesões cutâneas e vasculares a laser/photoderm - por sessão;2009-02-13;;2010-10-15
30101913;TU partes moles - exérese;2009-02-13;;2010-10-15
30101921;Exérese e sutura de hemangioma, linfangioma ou nevus (por grupo de até 5 lesões);2009-02-13;;2010-10-15
30101930;Abscesso de unha (drenagem) - tratamento cirúrgico;2009-02-13;;2010-10-15
30101948;Cantoplastia ungueal;2009-02-13;;2010-10-15
30101956;Unha (enxerto) - tratamento cirúrgico;2009-02-13;;2010-10-15
30101964;Retalho expandido;2009-02-13;;2010-10-15
30101972;Abdominoplastia pós bariátrica;2021-04-01;;2021-06-30
30102014;Terapia de pressão negativa - cirúrgica;2021-04-01;;2021-06-30
30201012;Biópsia de lábio;2009-02-13;;2010-10-15
30201020;Excisão com plástica de vermelhão;2009-02-13;;2010-10-15
30201039;Excisão com reconstrução à custa de retalhos;2009-02-13;;2010-10-15
30201047;Excisão com reconstrução total;2009-02-13;;2010-10-15
30201055;Excisão em cunha;2009-02-13;;2010-10-15
30201063;Frenotomia labial;2009-02-13;;2010-10-15
30201071;Queiloplastia para fissura labial unilateral - por estágio;2009-02-13;;2010-10-15
30201080;Reconstrução de sulco gengivo-labial;2009-02-13;;2010-10-15
30201098;Reconstrução total do lábio;2009-02-13;;2010-10-15
30201101;Tratamento cirúrgico da macrostomia;2009-02-13;;2010-10-15
30201110;Tratamento cirúrgico da microstomia;2009-02-13;;2010-10-15
30201128;Reconstrução parcial do lábio;2009-02-13;;2010-10-15
30202019;Alongamento cirúrgico do palato mole;2009-02-13;;2010-10-15
30202027;Biópsia de boca;2009-02-13;;2010-10-15
30202035;Excisão de lesão maligna com reconstrução à custa de retalhos locais;2009-02-13;;2010-10-15
30202043;Excisão de tumor de boca com mandibulectomia;2009-02-13;;2010-10-15
30202051;Exérese de tumor e enxerto cutâneo ou mucoso;2009-02-13;;2010-10-15
30202060;Fístula orofacial - tratamento cirúrgico;2009-02-13;;2010-10-15
30202078;Glossectomia subtotal ou total, com ou sem mandibulectomia;2009-02-13;;2010-10-15
30202086;Palato-queiloplastia unilateral;2009-02-13;;2010-10-15
30202094;Palatoplastia com enxerto ósseo;2009-02-13;;2010-10-15
30202108;Palatoplastia com retalho faríngeo;2009-02-13;;2010-10-15
30202116;Palatoplastia com retalho miomucoso;2009-02-13;;2010-10-15
30202124;Palatoplastia parcial;2009-02-13;;2010-10-15
30202132;Palatoplastia total;2009-02-13;;2010-10-15
30202140;Plástica do ducto parotídeo;2009-02-13;;2010-10-15
30202159;Laserterapia para o tratamento da mucosite oral / orofaringe, por sessão;2016-01-01;;2016-03-31
30203015;Frenotomia lingual;2009-02-13;;2010-10-15
30203023;Tumor de língua - tratamento cirúrgico;2009-02-13;;2010-10-15
30203031;Biópsia de língua;2010-09-09;;2010-10-15
30204011;Biópsia de glândula salivar;2009-02-13;;2010-10-15
30204020;Excisão de glândula submandibular;2009-02-13;;2010-10-15
30204038;Exérese de rânula ou mucocele;2009-02-13;;2010-10-15
30204046;Parotidectomia parcial com conservação do nervo facial;2009-02-13;;2010-10-15
30204054;Parotidectomia total ampliada com ou sem reconstrução com retalhos locais;2009-02-13;;2010-10-15
30204062;Parotidectomia total com conservação do nervo facial;2009-02-13;;2010-10-15
30204070;Parotidectomia total com reconstrução do nervo facial;2009-02-13;;2010-10-15
30204089;Parotidectomia total com sacrificio do nervo facial, sem reconstrução;2009-02-13;;2010-10-15
30204097;Plastia de ducto salivar ou exérese de cálculo ou de rânula salivar;2009-02-13;;2010-10-15
30204100;Ressecção de tumor de glândula sublingual;2009-02-13;;2010-10-15
30205018;Abscesso faríngeo - qualquer área;2009-02-13;;2010-10-15
30205026;Adeno tonsilectomia - revisão cirúrgica;2009-02-13;;2010-10-15
30205034;Adeno-amigdalectomia;2009-02-13;;2010-10-15
30205042;Adenoidectomia;2009-02-13;;2010-10-15
30205050;Amigdalectomia das palatinas;2009-02-13;;2010-10-15
30205069;Amigdalectomia lingual;2009-02-13;;2010-10-15
30205077;Biópsia do cavum, orofaringe ou hipofaringe;2009-02-13;;2010-10-15
30205085;Cauterização (qualquer técnica) por sessão;2009-02-13;;2010-10-15
30205093;Corpo estranho de faringe - retirada em consultório;2009-02-13;;2010-10-15
30205107;Corpo estranho de faringe - retirada sob anestesia geral;2009-02-13;;2010-10-15
30205115;Criptólise amigdaliana;2009-02-13;;2010-10-15
30205140;Faringolaringectomia;2009-02-13;;2010-10-15
30205158;Faringolaringoesofagectomia total;2009-02-13;;2010-10-15
30205166;Ressecção de nasoangiofibroma;2009-02-13;;2010-10-15
30205174;Ressecção de tumor de faringe (via bucal ou nasal);2009-02-13;;2010-10-15
30205182;Ressecção de tumor de faringe com acesso por faringotomia ou por retalho jugal;2009-02-13;;2010-10-15
30205190;Ressecção de tumor de faringe com mandibulectomia;2009-02-13;;2010-10-15
30205204;Ressecção de tumor de faringe por mandibulotomia;2009-02-13;;2010-10-15
30205212;Ressecção de tumor de nasofaringe via endoscópica;2009-02-13;;2010-10-15
30205220;Tonsilectomia a laser;2009-02-13;;2010-10-15
30205239;Tumor de boca ou faringe - ressecção;2009-02-13;;2010-10-15
30205247;Uvulopalatofaringoplastia (qualquer técnica);2009-02-13;;2010-10-15
30205263;Uvulopalatofaringoplastia por radiofrequência;2009-02-13;;2010-10-15
30205271;Adenoidectomia por videoendoscopia;2009-02-13;;2010-10-15
30205280;Ressecção de nasoangiofibroma por videoendoscopia;2009-02-13;;2010-10-15
30206014;Alargamento de traqueostomia;2009-02-13;;2010-10-15
30206022;Aritenoidectomia microcirúrgica;2009-02-13;;2010-10-15
30206030;Aritenoidectomia ou aritenopexia via externa;2009-02-13;;2010-10-15
30206049;Confecção de fístula tráqueo-esofágica para prótese fonatória com miotomia faríngea;2009-02-13;;2010-10-15
30206065;Exérese de tumor por via endoscópica;2009-02-13;;2010-10-15
30206103;Injeção intralaríngea de toxina botulínica;2009-02-13;;2010-10-15
30206120;Laringectomia parcial;2009-02-13;;2010-10-15
30206138;Laringectomia total;2009-02-13;;2010-10-15
30206170;Laringofissura (inclusive com cordectomia);2009-02-13;;2010-10-15
30206200;Laringotraqueoplastia;2009-02-13;;2010-10-15
30206219;Microcirurgia com laser para remoção de lesões malignas;2009-02-13;;2010-10-15
30206227;Microcirurgia com uso de laser para ressecção de lesões benignas;2009-02-13;;2010-10-15
30206235;Microcirurgia para decorticação ou tratamento de edema de Reinke;2009-02-13;;2010-10-15
30206243;Microcirurgia para remoção de cisto ou lesão intracordal;2009-02-13;;2010-10-15
30206251;Microcirurgia para ressecção de papiloma;2009-02-13;;2010-10-15
30206260;Microcirurgia para ressecção de pólipo, nódulo ou granuloma;2009-02-13;;2010-10-15
30206278;Microcirurgia para tratamento de paralisia de prega vocal (inclui injeção de materiais);2009-02-13;;2010-10-15
30206294;Reconstrução para fonação após laringectomia;2009-02-13;;2010-10-15
30206308;Tiroplastia tipo 1 com rotação de aritenóide;2009-02-13;;2010-10-15
30206316;Tiroplastia tipo 1 simples;2009-02-13;;2010-10-15
30206324;Tiroplastia tipo 2 ou 3;2009-02-13;;2010-10-15
30206359;Tratamento cirúrgico da estenose laringo-traqueal;2009-02-13;;2010-10-15
30206367;Tratamento cirúrgico de trauma laríngeo (agudo);2009-02-13;;2010-10-15
30207010;Redução de fratura do malar (sem fixação);2009-02-13;;2010-10-15
30207029;Redução de fratura do malar (com fixação);2009-02-13;;2010-10-15
30207037;Redução de fratura de seio frontal (acesso frontal);2009-02-13;;2010-10-15
30207045;Redução de fratura de seio frontal (acesso coronal);2009-02-13;;2010-10-15
30207061;Fratura do arco zigomático - redução instrumental sem fixação;2009-02-13;;2010-10-15
30207070;Fratura do arco zigomático - redução cirúrgica com fixação;2009-02-13;;2010-10-15
30207088;Fratura  simples de mandíbula com contenção e bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207096;Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207100;Fratura naso etmóido órbito-etmoidal;2009-02-13;;2010-10-15
30207118;Fratura cominutiva de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207126;Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar;2009-02-13;;2010-10-15
30207134;Fraturas alveolares - fixação com aparelho e contenção;2009-02-13;;2010-10-15
30207142;Fratura de maxila, tipo Lefort I e II - redução e aplicação de levantamento zigomático-maxilar com bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207150;Fratura de maxila, tipo Lefort III - redução e aplicação de levantamento crânio-maxilar com bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207169;Fratura Lefort I - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207177;Fratura Lefort II - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207185;Fratura Lefort III - fixação cirúrgica com síntese óssea, levantamento crânio-maxilar e bloqueio intermaxilar eventual;2009-02-13;;2010-10-15
30207193;Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar;2009-02-13;;2010-10-15
30207207;Fraturas complexas do terço médio da face, fixação cirúrgica com síntese, levantamento crânio-maxilar, enxerto ósseo, halo craniano eventual;2009-02-13;;2010-10-15
30207215;Retirada dos meios de fixação (na face);2009-02-13;;2010-10-15
30207223;Tratamento conservador de fratura de ossos;2009-02-13;;2010-10-15
30207231;Redução de luxação do ATM;2010-09-09;;2010-10-15
30208017;Artroplastia para luxação recidivante da articulação têmporo-mandibular;2009-02-13;;2010-10-15
30208025;Osteoplastia para prognatismo, micrognatismo ou laterognatismo;2009-02-13;;2010-10-15
30208033;Osteotomias alvéolo palatinas;2009-02-13;;2010-10-15
30208041;Osteotomias segmentares da maxila ou malar;2009-02-13;;2010-10-15
30208050;Osteotomia tipo Lefort I;2009-02-13;;2010-10-15
30208068;Osteotomia tipo Lefort II;2009-02-13;;2010-10-15
30208076;Osteotomia tipo Lefort III - extracraniana;2009-02-13;;2010-10-15
30208084;Osteotomia crânio-maxilares complexas;2009-02-13;;2010-10-15
30208092;Redução simples da luxação da articulação têmporo-mandibular com fixação intermaxilar;2009-02-13;;2010-10-15
30208106;Reconstrução parcial da mandíbula com enxerto ósseo;2009-02-13;;2010-10-15
30208114;Reconstrução total de mandíbula com prótese e ou enxerto ósseo;2009-02-13;;2010-10-15
30208122;Tratamento cirúrgico de anquilose da articulação têmporo-mandibular;2009-02-13;;2010-10-15
30208130;Translocação etmóido orbital para tratamento do hipertelorismo    miocutâneo associado a expansor de tecido - por lado;2009-02-13;;2010-10-15
30208149;Tratamento cirúrgico ou artroplastia para luxação da articulação têmporo mandibular por artroscopia;2018-01-01;;2018-03-31
30208157;Osteotomia da mandíbula e/ou maxila com aplicação de osteodistrator;2021-04-01;;2021-06-30
30209013;Osteoplastias etmóido orbitais;2009-02-13;;2010-10-15
30209021;Osteoplastias de mandíbula;2009-02-13;;2010-10-15
30209030;Osteoplastias do arco zigomático;2009-02-13;;2010-10-15
30209048;Osteoplastias da órbita;2009-02-13;;2010-10-15
30209056;Correção cirúrgica de depressão (afundamento) da região frontal;2009-02-13;;2010-10-15
30210011;Hemiatrofia facial, correção com enxerto de gordura ou implante;2009-02-13;;2010-10-15
30210020;Correção de tumores, cicatrizes ou ferimentos com o auxílio de expansores de tecidos - por estágio;2009-02-13;;2010-10-15
30210038;Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização;2009-02-13;;2010-10-15
30210046;Paralisia facial - reanimação com o músculo temporal (região orbital), sem neurotização;2009-02-13;;2010-10-15
30210054;Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização;2009-02-13;;2010-10-15
