Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90359437;PROAZITAX;60MG SOL INJ IV CT FA VD TRANS X 1,5ML + DIL X 4,5ML;EUROFARMA LABORATÓRIOS S.A.;2017-04-10;;2017-07-09;1004311980013
90377621;CABAZITAXEL;60MG SOL INJ IV CT FA VD TRANS X 1,5ML + DIL X 4,5ML;EUROFARMA LABORATÓRIOS S.A.;2018-01-01;;2018-03-31;1004311960012
90415124;CAAB;60 MG SOL INJ CT FA VD TRANS X 1,5 ML + DIL X 4,5 ML;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700590011
90415248;CABAZITAXEL;60 MG SOL INJ CT FA VD TRANS X 1,5 ML + DIL X 4,5 ML;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700530019
90385136;ILARIS;150 MG/ML SOL INJ CT 1 FA VD INC X 1 ML;NOVARTIS BIOCIENCIAS S.A;2018-01-01;;2018-03-31;1006810680038
90171098;ILARIS;150 MG PO LIOF INJ CT 01 FA VD INC;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006810680011
90377842;CORRETAL;150 MG COM REV CT BL AL PLAS TRANS X 60;EUROFARMA LABORATÓRIOS S.A.;2018-01-01;;2018-03-31;1004312100033
90377850;CORRETAL;500 MG COM REV CT BL AL PLAS TRANS X 120;EUROFARMA LABORATÓRIOS S.A.;2018-01-01;;2018-03-31;1004312100051
90185382;XELODA;150 MG COM REV CT 6 BL AL PLAS INC X 10;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2012-10-10;;2014-08-31;1010005490033
90185390;XELODA;500 MG COM REV CT 12 BL AL PLAS INC X 10;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2012-10-10;;2014-08-31;1010005490041
90385616;CAPELIV;150 MG COM REV CT BL AL PVC OPC X 30;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470017
90385624;CAPELIV;150 MG COM REV CT BL AL PVC OPC X 60;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470033
90385632;CAPELIV;150 MG COM REV CT BL AL PVC OPC X 90;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470041
90385640;CAPELIV;150 MG COM REV CT BL AL PVC OPC X 120;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470051
90385659;CAPELIV;500 MG COM REV CT BL AL PVC OPC X 30;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470025
90385667;CAPELIV;500 MG COM REV CT BL AL PVC OPC X 60;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470068
90385675;CAPELIV;500 MG COM REV CT BL AL PVC OPC X 90;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470076
90385683;CAPELIV;500 MG COM REV CT BL AL PVC OPC X 120;RANBAXY FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1235202470084
90323238;CAPECITABINA;150 MG COM REV CT BL AL PVC OPC X 30;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400010
90323246;CAPECITABINA;150 MG COM REV CT BL AL PVC OPC X 60;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400037
90323254;CAPECITABINA;150 MG COM REV CT BL AL PVC OPC X 90;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400045
90323262;CAPECITABINA;150 MG COM REV CT BL AL PVC OPC X 120;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400053
90323270;CAPECITABINA;500 MG COM REV CT BL AL PVC OPC X 30;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400029
90323289;CAPECITABINA;500 MG COM REV CT BL AL PVC OPC X 60;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400071
90323297;CAPECITABINA;500 MG COM REV CT BL AL PVC OPC X 90;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400088
90323300;CAPECITABINA;500 MG COM REV CT BL AL PVC OPC X 120;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200400096
90323408;CAPECARE;150 MG COM REV CT BL AL PVC OPC X 30;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450018
90323416;CAPECARE;150 MG COM REV CT BL AL PVC OPC X 60;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450034
90323424;CAPECARE;150 MG COM REV CT BL AL PVC OPC X 90;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450042
90323432;CAPECARE;150 MG COM REV CT BL AL PVC OPC X 120;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450050
90323440;CAPECARE;500 MG COM REV CT BL AL PVC OPC X 30;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450026
90323459;CAPECARE;500 MG COM REV CT BL AL PVC OPC X 60;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450069
90323467;CAPECARE;500 MG COM REV CT BL AL PVC OPC X 90;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450077
90323475;CAPECARE;500 MG COM REV CT BL AL PVC OPC X 120;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200450085
90438698;COAMA;150 MG COM REV CT BL AL PLAS OPC X 60;EMS S/A;2019-10-01;;2019-12-31;1023512920014
90438701;COAMA;150 MG COM REV CT BL AL PLAS OPC X 120;EMS S/A;2019-10-01;;2019-12-31;1023512920030
90030648;B-PLATIN;10 MG / ML SOL INJ CT FA VD AMB X 5 ML;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700140026
90030630;B-PLATIN;10 MG / ML SOL INJ CT FA VD AMB X 45 ML;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700140042
90030621;B-PLATIN;10 MG / ML SOL INJ CT FA VD AMB X 15 ML;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700140034
90399951;EVOCARB;10 MG/ML PO LIOF INJ CT 10 FA VD AMB X 15 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800260040
90399960;EVOCARB;10 MG/ML PO LIOF INJ CT 10 FA VD AMB X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800260024
90399978;EVOCARB;10 MG/ML PO LIOF INJ CT FA VD AMB X 5 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800260016
90399986;EVOCARB;10 MG/ML PO LIOF INJ CT FA VD AMB X 45 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800260059
90399994;EVOCARB;10 MG/ML PO LIOF INJ CT FA VD AMB X 15 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800260032
90091078;CARBOPLATINA;150 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 20 ML;GLENMARK FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1101302390014
90091086;CARBOPLATINA;450 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 100 ML;GLENMARK FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1101302400011
90133110;PLATAMINE CS;10 MG/ML SOL INJ CT FA PLAS TRANS X 15 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601970029
90133129;PLATAMINE CS;10 MG/ML SOL INJ CT FA PLAS TRANS X 45 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601970037
90133137;PLATAMINE CS;10 MG/ML SOL INJ CT FA PLAS TRANS X 5 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601970010
90382170;PLATAMINE CS;10 MG/ML SOL INJ CT FA PLAS TRANS X 15 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003760026
90382188;PLATAMINE CS;10 MG/ML SOL INJ CT FA PLAS TRANS X 45 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003760034
90382200;PLATAMINE CS;10 MG/ML SOL INJ CT FA PLAS TRANS X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1211003760018
90405498;EVOCARB;10 MG/ML PO LIOF INJ CT FA VD AMB X 15 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003880031
90405501;EVOCARB;10 MG/ML PO LIOF INJ CT 10 FA VD AMB X 15 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003880048
90405510;EVOCARB;10 MG/ML PO LIOF INJ CT FA VD AMB X 45 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003880056
90405528;EVOCARB;10 MG/ML PO LIOF INJ CT FA VD AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003880013
90405536;EVOCARB;10 MG/ML PO LIOF INJ CT 10 FA VD AMB X 5 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003880021
90232313;FAULDCARBO;10 MG/ML SOL INJ CT FA VD AMB X 15 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301330050
90232321;FAULDCARBO;10 MG/ML SOL INJ CT FA VD AMB X 45 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301330069
90232330;FAULDCARBO;10 MG/ML SOL INJ CT FA VD AMB X 5 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301330042
90382862;CITOPLATINA;10 MG/ ML SOL INJ CX 1 FA VD AMB X 5 ML;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100600017
90382870;CITOPLATINA;10 MG/ ML SOL INJ CX 1 FA VD AMB X 15 ML ;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100600025
90382889;CITOPLATINA;10 MG/ ML SOL INJ CX 1 FA VD AMB X 45 ML;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100600033
90215320;TECNOCARB;150 MG PO LIOF INJ CT FA VD AMB X 25 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400190029
90215338;TECNOCARB;450 MG PO LIOF INJ CT FA VD AMB X 50 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400190010
90203143;TEVACARBO;10 MG/ML SOL INJ CT FA VD AMB X 45 ML (EMB HOSP);TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300080035
90203151;TEVACARBO;10 MG/ML SOL INJ CT FA VD AMB X 5 ML (EMB HOSP);TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300080019
90203135;TEVACARBO;10 MG/ML SOL INJ CT FA VD AMB X 15 ML (EMB HOSP);TEVA FARMACÊUTICA LTDA.;2012-10-10;;2014-08-31;1557300080027
90002032;CARBOPLATINA;10 MG/ML SOL INJ IV CT FA VD AMB X 15 ML ;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700030024
90002040;CARBOPLATINA;10 MG/ML SOL INJ IV CT FA VD AMB X 45 ML ;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700030032
90359550;KYPROLIS;60 MG PO LIOF SOL INJ CT 1 FA VD TRANS;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;2017-04-10;;2017-07-09;1024400100013
90333640;BECENUN;100 MG PO LIOF INF CT 10 FA VD AMB + DIL X 3 ML;BIOLAB SANUS FARMACÊUTICA LTDA;2016-06-01;;2016-08-31;1097402290011
90359585;GLIADEL;7,7 MG IMPL CX 8 ENV AL PLAS X 1;EISAI LABORATÓRIOS LTDA;2017-04-10;;2017-07-09;1731000040010
90382897;CIMZIA;200 MG/ML SOL INJ CT 2 SER VD INC PREENC X 1 ML + 2 LENÇOS UMEDECIDOS;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100870014
90382900;CIMZIA;200 MG/ML SOL INJ CT 6 SER VD INC PREENC X 1 ML + 6 LENÇOS UMEDECIDOS;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100870022
90160266;ERBITUX;5 MG/ML SOL INJ CT FA VD INC X 100 ML  ;MERCK S/A;2012-10-10;;2014-08-31;1008903350050
90160282;ERBITUX;5 MG/ML SOL INJ CT FA VD INC X 20 ML ;MERCK S/A;2012-10-10;;2014-08-31;1008903350034
90020294;GENUXAL;1000 MG PO SOL INJ IV CX 10 FA VD INC X 75 ML (REST HOSP);BAXTER HOSPITALAR LTDA;2016-01-01;;2016-03-31;1068301680031
90020308;GENUXAL;200 MG PO SOL INJ IV CX 10 FA VD INC X 20 ML (REST HOSP);BAXTER HOSPITALAR LTDA;2016-01-01;;2016-03-31;1068301680021
90218574;GENUXAL;50 MG COM REV LIB RETARD CT BL AL/AL X 50;BAXTER HOSPITALAR LTDA;2012-10-10;;2014-08-31;1068301680013
90359828;GENUXAL;1000 MG PO SOL INJ IV CX 1 FA VD TRANS X 75 ML (REST HOSP);BAXTER HOSPITALAR LTDA;2017-04-10;;2017-07-09;1068301680048
90359836;GENUXAL;200 MG PO SOL INJ IV CX 1 FA VD TRANS X 20 ML (REST HOSP);BAXTER HOSPITALAR LTDA;2017-04-10;;2017-07-09;1068301680056
90007026;RESTASIS;0,5 MG/G EMUL OCU CT CAMA PLAS 30 FLAC PLAS INC X 0,4 ML;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;2012-10-10;;2014-08-31;1014701600077
90082508;CICLOSPORINA;100 MG CAP GEL MOLE C/ MCEMU CT BL AL/AL X 50;GERMED FARMACEUTICA LTDA;2012-10-10;;2014-08-31;1058302340030
90082516;CICLOSPORINA;25 MG CAP GEL MOLE C/ MCEMU CT BL AL/AL X 50;GERMED FARMACEUTICA LTDA;2012-10-10;;2014-08-31;1058302340014
90082524;CICLOSPORINA;50 MG CAP GEL MOLE C/ MCEMU CT BL AL/AL X 50;GERMED FARMACEUTICA LTDA;2012-10-10;;2014-08-31;1058302340022
90086945;SIGMASPORIN;100 MG CAP GEL MOLE CT BL AL/AL X 50;GERMED FARMACEUTICA LTDA;2012-10-10;;2014-08-31;1058301970162
90086937;SIGMASPORIN;100 MG/ML SOL OR CT FR VD AMB X 50 ML;GERMED FARMACEUTICA LTDA;2012-10-10;;2014-08-31;1058301970103
90086961;SIGMASPORIN;25 MG CAP GEL MOLE CT FR VD AMB X 50;GERMED FARMACEUTICA LTDA;2012-10-10;;2014-08-31;1058301970073
90086970;SIGMASPORIN;50 MG CAP GEL MOLE CT FR VD AMB X 50;GERMED FARMACEUTICA LTDA;2012-10-10;;2014-08-31;1058301970081
90172540;SANDIMMUN;50 MG/ML SOL INJ CT 10 AMP VD INC X 1 ML;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006800200025
90172558;SANDIMMUN;50 MG/ML SOL INJ CT 10 AMP VD INC X 5 ML;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006800200033
90172574;SANDIMMUN NEORAL;100 MG CAP GEL MOLE CT BL AL/AL X 50;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006800200092
90172566;SANDIMMUN NEORAL;100 MG/ML SOL OR CT FR VD INC X 50 ML;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006800200106
90172582;SANDIMMUN NEORAL;25 MG CAP GEL MOLE CT BL AL/AL X 50;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006800200076
90172590;SANDIMMUN NEORAL;50 MG CAP GEL MOLE CT BL AL/AL X 50;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006800200084
90030737;C-PLATIN;0,5 MG/ML SOL INJ CT FA VD AMB X 20 ML;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700390014
90030710;C-PLATIN;1 MG/ML SOL INJ CT FA VD AMB X 100 ML ;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700390030
90030729;C-PLATIN;1 MG/ML SOL INJ CT FA VD AMB X 50 ML;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700390073
90120841;CITOPLAX;1 MG/ML SOL INJ CT FA VD AMB X 50 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2012-10-10;;2014-08-31;1064601620072
90228847;CITOPLAX;1 MG/ML SOL INJ CT FA VD AMB X 100 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2012-10-10;;2014-08-31;1064601620099
90255771;PLATISTINE CS;1 MG/ML SOL INJ CT 1 FA PLAS TRANS X 10 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2013-12-01;;2014-08-31;1021601810021
90133145;PLATISTINE CS;1 MG/ML SOL INJ CT 1 FA PLAS TRANS X 100 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601810031
90133153;PLATISTINE CS;1 MG/ML SOL INJ CT 1 FA PLAS TRANS X 50 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601810048
90144368;FAULDCISPLA;1 MG/ML SOL INJ CT FA VD AMB X 100 ML ;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301400032
90144384;FAULDCISPLA;1 MG/ML SOL INJ CT FA VD AMB X 50 ML ;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301400024
90144376;FAULDCISPLA;1 MG/ML SOL INJ CT FA VD AMB X 10 ML ;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301400016
90215435;TECNOPLATIN;0,5MG/ML SOL INJ CX FA VD AMB X 20 ML (USO HOSP.);ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400220017
90002083;CISPLATINA;1 MG/ML SOL INJ IV CT FA VD AMB X 50 ML;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700020037
90002067;CISPLATINA;1 MG/ML SOL INJ IV CT FA VD AMB X 10 ML  ;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700020010
90418140;MYLLCIS;1 MG/ML SOL INJ IV CT FA VD AMB X 50 ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000550018
90418158;MYLLCIS;1 MG/ML SOL INJ IV CT 5 FA VD AMB X 50 ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000550026
90418166;MYLLCIS;1 MG/ML SOL INJ IV CT 10 FA VD AMB X 50 ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000550034
90418174;MYLLCIS;1 MG/ML SOL INJ IV CT FA VD AMB X 100 ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000550042
90418182;MYLLCIS;1 MG/ML SOL INJ IV CT 5 FA VD AMB X 100 ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000550050
90418190;MYLLCIS;1 MG/ML SOL INJ IV CT 10 FA VD AMB X 100 ML;MYLAN LABORATORIOS LTDA;2019-03-01;;2019-05-31;1883000550069
90030680;CITARAX;50 MG/ML SOL INJ CT 10 FA VD INC X 10 ML;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700520041
90030664;CITARAX;20 MG/ML SOL INJ CT 10 FA VD INC X 5 ML;BLAU FARMACÊUTICA S.A.;2016-01-01;;2016-03-31;1163700520031
90255763;ARACYTIN;20 MG/ML SOL INJ CT 05 FA PLAS INC X 05 ML (REST. HOSP.);LABORATÓRIOS PFIZER LTDA;2013-12-01;;2014-08-31;1021601430040
90130537;ARACYTIN;100 MG PO LIOF INJ CT FA VD INC + AMP DI VD INC X 05 ML (REST. HOSP);LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021601430016
90130529;ARACYTIN CS;100 MG/ML SOL INJ CT FA PLAS INC X 10 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601430024
90130545;ARACYTIN CS;20 MG/ML SOL INJ CT 01 FA PLAS INC X 25 ML (REST. HOSP.);LABORATÓRIOS PFIZER LTDA;2016-01-01;;2016-03-31;1021601430059
90406044;ARACYTIN;100 MG PO LIOF INJ CT FA VD TRANS + AMP DI VD TRANS X 05 ML ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003940016
90406052;ARACYTIN;100 MG/ML SOL INJ CT FA PLAS TRANS X 10 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003940024
90406060;ARACYTIN;20 MG/ML SOL INJ CT 05 FA PLAS TRANS X 05 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003940040
90406079;ARACYTIN;20 MG/ML SOL INJ CT 01 FA PLAS TRANS X 25 ML ;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003940059
90144406;FAULDCITA;100 MG/ML SOL INJ CT 5 FA VD INC X 5 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301380023
90144414;FAULDCITA;100 MG/ML SOL INJ CT FA VD INC X 10 ML;LIBBS FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1003301380031
90158873;TABINE;100 MG/ML SOL INJ CT FA VD INC X 1 ML (REST HOSP);UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100260100
90158865;TABINE;100 MG/ML SOL INJ CT FA VD INC X 10 ML (REST HOSP);UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100260127
90158881;TABINE;100 MG/ML SOL INJ CT FA VD INC X 5 ML (REST HOSP);UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100260119
90002113;CITARABINA;100 MG/ML SOL INJ CT FA VD INC X 5 ML;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700050025
90002091;CITARABINA;100 MG/ML SOL INJ CT FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700050033
90002105;CITARABINA;100 MG/ML SOL INJ CT FA VD INC X 1 ML;ACCORD FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1553700050017
90415213;CYTOS;100 MG/ML SOL INJ CT FA VD TRANS X 1 ML;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700660011
90415221;CYTOS;100 MG/ML SOL INJ CT FA VD TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700660028
90415230;CYTOS;100 MG/ML SOL INJ CT FA VD TRANS X 10 ML;ACCORD FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1553700660036
90430689;CITARABINA;20 MG/ML SOL INJ CT FA VD TRANS X 5 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000640017
90430697;CITARABINA;20 MG/ML SOL INJ CT 5 FA VD TRANS X 5 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000640025
90430700;CITARABINA;20 MG/ML SOL INJ CT 10 FA VD TRANS X 5 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000640033
90430719;CITARABINA;20 MG/ML SOL INJ CT FA VD TRANS X 50 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000640041
90430727;CITARABINA;20 MG/ML SOL INJ CT 5 FA VD TRANS X 50 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000640051
90430735;CITARABINA;20 MG/ML SOL INJ CT 10 FA VD TRANS X 50 ML;MYLAN LABORATORIOS LTDA;2019-06-01;;2019-08-31;1883000640068
90394429;NINLARO;2,3 MG CAP DURA CT BL AL AL X 3;TAKEDA PHARMA LTDA.;2019-03-01;;2019-05-31;1063902780062
90394437;NINLARO;3 MG CAP DURA CT BL AL AL X 3;TAKEDA PHARMA LTDA.;2019-03-01;;2019-05-31;1063902780021
90394445;NINLARO;4 MG CAP DURA CT BL AL AL X 3;TAKEDA PHARMA LTDA.;2019-03-01;;2019-05-31;1063902780046
90228308;LEUSTATIN;1 MG/ML SOL INJ CT X 1 FA VD INC X 8 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1123633410031
90375610;LEUKERAN;2 MG COM REV CT FR VD AMB X 25;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1376401480016
90360338;XOFIGO;1100 KBQ/ML SOL INJ CX BLINDAGEM DE CHUMBO FA VD TRANS X 6ML;BAYER S.A.;2017-04-10;;2017-07-09;1705601040024
90428803;ALECENSA;150 MG CAP DURA CT BL AL AL X 224;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2019-06-01;;2019-08-31;1010006680014
90400070;EVOCLASS;20 MG PO LIOF SOL INJ CT FA VD AMB X 10 ML;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800250010
90131371;DAUNOBLASTINA;20 MG PO LIOF INJ CT FA VD INC + DIL AMP VD INC X 10ML (USO HOSPITALAR);LABORATÓRIOS PFIZER LTDA;2012-10-10;;2014-08-31;1021602140011
90406028;DAUNOBLASTINA;20 MG PO LIOF INJ CT FA VD TRANS + DIL AMP VD TRANS X 10ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1211003950011
90158300;DAUNOCIN;20 MG PÓ LIÓF INJ CX FA VD INC;UCB BIOPHARMA LTDA.;2018-01-01;;2018-03-31;1236100250024
90344227;CLORIDRATO DE DAUNORRUBICINA;20 MG PO LIOF SOL INJ CT FA VD AMB X 10 ML;HOSPIRA PRODUTOS HOSPITALARES LTDA;2016-06-01;;2016-08-31;1625000050015
90355997;EVOCLASS;20 MG PO LIOF SOL INJ CT FA VD AMB X 10 ML;HOSPIRA PRODUTOS HOSPITALARES LTDA;2016-10-01;;2016-12-31;1625000080011
90214714;CARDIOXANE;500 MG PO LIOF INJ CT FA VD AMB (REST HOSP);ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400290015
90067576;CLORIDRATO DE DOXORRUBICINA;50 MG PO LIOF SOL INJ CT 10 FA VD INC X 50 ML;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004300040030
90399781;EVORUBICIN;10 MG PÓ LIOF INJ CT 5 FA VD AMB;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800160021
90399790;EVORUBICIN;10 MG PÓ LIOF INJ CT FA VD AMB;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800160011
90399803;EVORUBICIN;50 MG PÓ LIOF INJ CT 5 FA VD AMB;FARMARIN INDUSTRIA E COMERCIO LTDA;2019-03-01;;2019-05-31;1168800160046
