cd_procedimento,termo,categoria
30722411,Fraturas de falanges ou metacarpianos - tratamento cirúrgico com fixação,Feminino
30722411,Fraturas de falanges ou metacarpianos - tratamento cirúrgico com fixação,N. I.
30722420,Fraturas e/ou luxações de falanges (interfalangeanas) - redução incruenta,Masculino
30722420,Fraturas e/ou luxações de falanges (interfalangeanas) - redução incruenta,Feminino
30722420,Fraturas e/ou luxações de falanges (interfalangeanas) - redução incruenta,N. I.
30722446,Fraturas e/ou luxações de metacarpianos - redução incruenta,Masculino
30722446,Fraturas e/ou luxações de metacarpianos - redução incruenta,Feminino
30722446,Fraturas e/ou luxações de metacarpianos - redução incruenta,N. I.
30728118,Fraturas e/ou luxações ao nível do tornozelo - redução incruenta,Masculino
30728118,Fraturas e/ou luxações ao nível do tornozelo - redução incruenta,Feminino
30728118,Fraturas e/ou luxações ao nível do tornozelo - redução incruenta,N. I.
30728134,Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento,Masculino
30728134,Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento,Feminino
30728134,Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento,N. I.
30729165,Fraturas e/ou luxações do antepé - redução incruenta,Masculino
30729165,Fraturas e/ou luxações do antepé - redução incruenta,Feminino
30729165,Fraturas e/ou luxações do antepé - redução incruenta,N. I.
30730031,Desbridamento cirúrgico de feridas ou extremidades,Masculino
30730031,Desbridamento cirúrgico de feridas ou extremidades,Feminino
30730031,Desbridamento cirúrgico de feridas ou extremidades,N. I.
30733049,"Osteocondroplastia - estabilização, ressecção e/ou plastia #  - procedimento videoartroscópico de joelho",Masculino
30733049,"Osteocondroplastia - estabilização, ressecção e/ou plastia #  - procedimento videoartroscópico de joelho",Feminino
30733049,"Osteocondroplastia - estabilização, ressecção e/ou plastia #  - procedimento videoartroscópico de joelho",N. I.
30733073,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #  - procedimento videoartroscópico de joelho",Masculino
30733073,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #  - procedimento videoartroscópico de joelho",Feminino
30733073,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #  - procedimento videoartroscópico de joelho",N. I.
30907152,Varizes - ressecção de colaterais com anestesia local em consultório / ambulatório,Masculino
30907152,Varizes - ressecção de colaterais com anestesia local em consultório / ambulatório,Feminino
30907152,Varizes - ressecção de colaterais com anestesia local em consultório / ambulatório,N. I.
30908094,Fístula arteriovenosa dos membros,Masculino
30908094,Fístula arteriovenosa dos membros,Feminino
30908094,Fístula arteriovenosa dos membros,N. I.
30911079,Cateterismo cardíaco E e/ou D com cineangiocoronariografia e ventriculografia,Masculino
30911079,Cateterismo cardíaco E e/ou D com cineangiocoronariografia e ventriculografia,Feminino
30911079,Cateterismo cardíaco E e/ou D com cineangiocoronariografia e ventriculografia,N. I.
30912032,"Angioplastia transluminal percutânea de múltiplos vasos, com implante de stent",Masculino
30912032,"Angioplastia transluminal percutânea de múltiplos vasos, com implante de stent",Feminino
30912032,"Angioplastia transluminal percutânea de múltiplos vasos, com implante de stent",N. I.
30913012,"Implante de cateter venoso central por punção, para NPP, QT, Hemodepuração ou para infusão de soros/drogas",Masculino
30913012,"Implante de cateter venoso central por punção, para NPP, QT, Hemodepuração ou para infusão de soros/drogas",Feminino
30913012,"Implante de cateter venoso central por punção, para NPP, QT, Hemodepuração ou para infusão de soros/drogas",N. I.
31002056,Gastrostomia confecção / fechamento,Masculino
31002056,Gastrostomia confecção / fechamento,Feminino
31002056,Gastrostomia confecção / fechamento,N. I.
31002390,Gastroplastia para obesidade mórbida por videolaparoscopia,Masculino
31002390,Gastroplastia para obesidade mórbida por videolaparoscopia,Feminino
31002390,Gastroplastia para obesidade mórbida por videolaparoscopia,N. I.
31003583,Apendicectomia por videolaparoscopia,Masculino
31003583,Apendicectomia por videolaparoscopia,Feminino
31003583,Apendicectomia por videolaparoscopia,N. I.
31004202,"Hemorroidectomia aberta ou fechada, com ou sem esfincterotomia, sem grampeador",Masculino
31004202,"Hemorroidectomia aberta ou fechada, com ou sem esfincterotomia, sem grampeador",Feminino
31004202,"Hemorroidectomia aberta ou fechada, com ou sem esfincterotomia, sem grampeador",N. I.
31005470,Colecistectomia com colangiografia por videolaparoscopia,Masculino
31005470,Colecistectomia com colangiografia por videolaparoscopia,Feminino
31005470,Colecistectomia com colangiografia por videolaparoscopia,N. I.
31009042,Cisto sacro-coccígeo - tratamento cirúrgico,Masculino
31009042,Cisto sacro-coccígeo - tratamento cirúrgico,Feminino
31009042,Cisto sacro-coccígeo - tratamento cirúrgico,N. I.
31009166,Herniorrafia umbilical,Masculino
31009166,Herniorrafia umbilical,Feminino
31009166,Herniorrafia umbilical,N. I.
31009247,Paracentese abdominal,Masculino
31009247,Paracentese abdominal,Feminino
31009247,Paracentese abdominal,N. I.
31102050,Colocação cistoscópica de duplo J unilateral,Masculino
31102050,Colocação cistoscópica de duplo J unilateral,Feminino
31102050,Colocação cistoscópica de duplo J unilateral,N. I.
31102085,Dilatação endoscópica unilateral,Masculino
31102085,Dilatação endoscópica unilateral,Feminino
31102085,Dilatação endoscópica unilateral,N. I.
31102310,Ureterolitotripsia extracorpórea - 1ª sessão,Masculino
31102310,Ureterolitotripsia extracorpórea - 1ª sessão,Feminino
31102310,Ureterolitotripsia extracorpórea - 1ª sessão,N. I.
31102379,Ureterorrenolitotripsia rígida unilateral,Masculino
31102379,Ureterorrenolitotripsia rígida unilateral,Feminino
31102379,Ureterorrenolitotripsia rígida unilateral,N. I.
31103472,Retirada endoscópica de duplo J,Masculino
31103472,Retirada endoscópica de duplo J,Feminino
31103472,Retirada endoscópica de duplo J,N. I.
31201130,Ressecção endoscópica da próstata,Masculino
31201130,Ressecção endoscópica da próstata,Feminino
31201130,Ressecção endoscópica da próstata,N. I.
31203124,Varicocele unilateral - correção cirúrgica,Masculino
31203124,Varicocele unilateral - correção cirúrgica,Feminino
31203124,Varicocele unilateral - correção cirúrgica,N. I.
31205046,Vasectomia unilateral,Masculino
31205046,Vasectomia unilateral,Feminino
31205046,Vasectomia unilateral,N. I.
31205070,Cirurgia esterilizadora masculina,Masculino
31205070,Cirurgia esterilizadora masculina,Feminino
31205070,Cirurgia esterilizadora masculina,N. I.
31206212,Plástica do freio bálano-prepucial,Masculino
31206212,Plástica do freio bálano-prepucial,Feminino
31206212,Plástica do freio bálano-prepucial,N. I.
31206220,Postectomia,Masculino
31206220,Postectomia,Feminino
31206220,Postectomia,N. I.
31301010,Bartolinectomia unilateral,Masculino
31301010,Bartolinectomia unilateral,Feminino
31301010,Bartolinectomia unilateral,N. I.
31301029,Biópsia de vulva,Masculino
31301029,Biópsia de vulva,Feminino
31301029,Biópsia de vulva,N. I.
31301037,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vulva (por grupo de até 5 lesões)",Masculino
31301037,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vulva (por grupo de até 5 lesões)",Feminino
31301037,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vulva (por grupo de até 5 lesões)",N. I.
31301088,Exérese de lesão da vulva e/ou do períneo (por grupo de até 5 lesões),Masculino
31301088,Exérese de lesão da vulva e/ou do períneo (por grupo de até 5 lesões),Feminino
31301088,Exérese de lesão da vulva e/ou do períneo (por grupo de até 5 lesões),N. I.
31302130,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vagina (por grupo de até 5 lesões)",Masculino
31302130,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vagina (por grupo de até 5 lesões)",Feminino
31302130,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões da vagina (por grupo de até 5 lesões)",N. I.
31303021,Biópsia do colo uterino,Masculino
31303021,Biópsia do colo uterino,Feminino
31303021,Biópsia do colo uterino,N. I.
31303056,Curetagem ginecológica semiótica e/ou terapêutica com ou sem dilatação de colo uterino,Masculino
31303056,Curetagem ginecológica semiótica e/ou terapêutica com ou sem dilatação de colo uterino,Feminino
31303056,Curetagem ginecológica semiótica e/ou terapêutica com ou sem dilatação de colo uterino,N. I.
31303102,Histerectomia total - qualquer via,Masculino
31303102,Histerectomia total - qualquer via,Feminino
31303102,Histerectomia total - qualquer via,N. I.
31303102,Histerectomia total - via abdominal,Masculino
31303102,Histerectomia total - via abdominal,Feminino
31303102,Histerectomia total - via abdominal,N. I.
31303153,"Traquelectomia - amputação, conização - (com ou sem cirurgia de alta frequência / CAF)",Masculino
31303153,"Traquelectomia - amputação, conização - (com ou sem cirurgia de alta frequência / CAF)",Feminino
31303153,"Traquelectomia - amputação, conização - (com ou sem cirurgia de alta frequência / CAF)",N. I.
31303170,"Histeroscopia cirúrgica com biópsia e/ou curetagem uterina, lise de sinéquias, retirada de corpo estranho",Masculino
31303170,"Histeroscopia cirúrgica com biópsia e/ou curetagem uterina, lise de sinéquias, retirada de corpo estranho",Feminino
31303170,"Histeroscopia cirúrgica com biópsia e/ou curetagem uterina, lise de sinéquias, retirada de corpo estranho",N. I.
31303188,"Histeroscopia com ressectoscópio para miomectomia, polipectomia, metroplastia, endometrectomia e ressecção de sinéquias",Masculino
31303188,"Histeroscopia com ressectoscópio para miomectomia, polipectomia, metroplastia, endometrectomia e ressecção de sinéquias",Feminino
31303188,"Histeroscopia com ressectoscópio para miomectomia, polipectomia, metroplastia, endometrectomia e ressecção de sinéquias",N. I.
31303188,"Histeroscopia com ressectoscópio para polipectomia, metroplastia, endometrectomia e ressecção de sinéquias",Masculino
31303188,"Histeroscopia com ressectoscópio para polipectomia, metroplastia, endometrectomia e ressecção de sinéquias",Feminino
31303188,"Histeroscopia com ressectoscópio para polipectomia, metroplastia, endometrectomia e ressecção de sinéquias",N. I.
31303196,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões de colo uterino (por sessão)",Masculino
31303196,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões de colo uterino (por sessão)",Feminino
31303196,"Cauterização química, ou eletrocauterização, ou criocauterização de lesões de colo uterino (por sessão)",N. I.
31303218,Histerectomia total laparoscópica,Masculino
31303218,Histerectomia total laparoscópica,Feminino
31303218,Histerectomia total laparoscópica,N. I.
31303269,Implante de dispositivo intra-uterino (DIU) não hormonal,Masculino
31303269,Implante de dispositivo intra-uterino (DIU) não hormonal,Feminino
31303269,Implante de dispositivo intra-uterino (DIU) não hormonal,N. I.
31303293,Implante de dispositivo intra-uterino (DIU) hormonal,Masculino
31303293,Implante de dispositivo intra-uterino (DIU) hormonal,Feminino
31303293,Implante de dispositivo intra-uterino (DIU) hormonal,N. I.
31303315,Curetagem uterina pós-parto,Masculino
31303315,Curetagem uterina pós-parto,Feminino
31303315,Curetagem uterina pós-parto,N. I.
31307183,Endometriose peritoneal - tratamento cirúrgico via laparoscópica,Masculino
31307183,Endometriose peritoneal - tratamento cirúrgico via laparoscópica,Feminino
31307183,Endometriose peritoneal - tratamento cirúrgico via laparoscópica,N. I.
31309020,Aspiração manual intra-uterina (AMIU) pós-abortamento,Masculino
31309020,Aspiração manual intra-uterina (AMIU) pós-abortamento,Feminino
31309020,Aspiração manual intra-uterina (AMIU) pós-abortamento,N. I.
31309046,Cerclagem do colo uterino (qualquer técnica),Masculino
31309046,Cerclagem do colo uterino (qualquer técnica),Feminino
31309046,Cerclagem do colo uterino (qualquer técnica),N. I.
31309046,Cerclagem do colo uterino via vaginal,Masculino
31309046,Cerclagem do colo uterino via vaginal,Feminino
31309046,Cerclagem do colo uterino via vaginal,N. I.
31309054,Cesariana,Masculino
31309054,Cesariana,Feminino
31309054,Cesariana,N. I.
31403026,Bloqueio de nervo periférico - nervos periféricos,Masculino
31403026,Bloqueio de nervo periférico - nervos periféricos,Feminino
31403026,Bloqueio de nervo periférico - nervos periféricos,N. I.
31403360,"Tratamento microcirúrgico das neuropatias compressivas (tumoral, inflamatório, etc)",Masculino
31403360,"Tratamento microcirúrgico das neuropatias compressivas (tumoral, inflamatório, etc)",Feminino
31403360,"Tratamento microcirúrgico das neuropatias compressivas (tumoral, inflamatório, etc)",N. I.
31601014,Acupuntura por sessão,Masculino
31601014,Acupuntura por sessão,Feminino
31601014,Acupuntura por sessão,N. I.
31602118,Bloqueio de nervo periférico - bloqueios anestésicos de nervos e estímulos neurovasculares,Masculino
31602118,Bloqueio de nervo periférico - bloqueios anestésicos de nervos e estímulos neurovasculares,Feminino
31602118,Bloqueio de nervo periférico - bloqueios anestésicos de nervos e estímulos neurovasculares,N. I.
31602169,Bloqueio peridural ou subaracnóideo com corticóide,Masculino
31602169,Bloqueio peridural ou subaracnóideo com corticóide,Feminino
31602169,Bloqueio peridural ou subaracnóideo com corticóide,N. I.
31602240,Anestesia para endoscopia intervencionista,Masculino
31602240,Anestesia para endoscopia intervencionista,Feminino
31602240,Anestesia para endoscopia intervencionista,N. I.
31602312,Anestesia para procedimentos clínicos ambulatoriais e hospitalares,Masculino
31602312,Anestesia para procedimentos clínicos ambulatoriais e hospitalares,Feminino
31602312,Anestesia para procedimentos clínicos ambulatoriais e hospitalares,N. I.
40101010,ECG convencional de até 12 derivações,Masculino
40101010,ECG convencional de até 12 derivações,Feminino
40101010,ECG convencional de até 12 derivações,N. I.
40101037,Teste ergométrico computadorizado (inclui ECG basal convencional),Masculino
40101037,Teste ergométrico computadorizado (inclui ECG basal convencional),Feminino
40101037,Teste ergométrico computadorizado (inclui ECG basal convencional),N. I.
40101045,Teste ergométrico convencional - 3 ou mais derivações simultâneas (inclui ECG basal convencional),Masculino
40101045,Teste ergométrico convencional - 3 ou mais derivações simultâneas (inclui ECG basal convencional),Feminino
40101045,Teste ergométrico convencional - 3 ou mais derivações simultâneas (inclui ECG basal convencional),N. I.
40101061,"Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria)",Masculino
40101061,"Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria)",Feminino
